CUST_ID,P_ACQ_1,ETHNICITY
10050959,0.0053,Apple
10050960,0.0264,Apple
10050961,0.0178,Orange
10050962,0.0338,Orange
10050963,0.0073,Orange
10050964,0.0141,Orange
10050965,0.0083,Lemon
10050966,0.0064,Apple
10050967,0.0351,Orange
10050968,0.001,Lemon
10050969,0.0012,Orange
10050970,0.0334,Apple
10050971,0.0187,Lemon
10050972,0.028,Lemon
10050973,0.0243,Lemon
10050974,0.0167,Apple
10050975,0.0143,Lemon
10050976,0.0282,Orange
10050977,0.0033,Lemon
10050978,0.0039,Orange
10050979,0.0126,Apple
10050980,0.0188,Apple
10050981,0.0158,Lemon
10050982,0.0263,Apple
10050983,0.0227,Orange
10050984,0.0026,Lemon
10050985,0.0211,Lemon
10050986,0.0398,Orange
10050987,0.0329,Apple
10050988,0.0195,Orange
10050989,0.006,Orange
10050990,0.0024,Orange
10050991,0.0153,Orange
10050992,0.0195,Apple
10050993,0.0107,Apple
10050994,0.0353,Orange
10050995,0.016,Lemon
10050996,0.025,Apple
10050997,0.0201,Lemon
10050998,0.0362,Apple
10050999,0.0219,Orange
10051000,0.0062,Apple
10051001,0.0382,Apple
10051002,0.0269,Apple
10051003,0.0158,Orange
10051004,0.0368,Orange
10051005,0.0185,Orange
10051006,0.0351,Lemon
10051007,0.0378,Orange
10051008,0.0123,Apple
10051009,0.0171,Apple
10051010,0.0395,Apple
10051011,0.0369,Apple
10051012,0.0368,Apple
10051013,0.0375,Apple
10051014,0.0078,Apple
10051015,0.0002,Orange
10051016,0.0107,Lemon
10051017,0.0298,Orange
10051018,0.0271,Apple
10051019,0.0398,Lemon
10051020,0.0085,Apple
10051021,0.0165,Lemon
10051022,0.0039,Orange
10051023,0.0225,Apple
10051024,0.0298,Apple
10051025,0.0309,Lemon
10051026,0.0268,Lemon
10051027,0.0047,Orange
10051028,0.0267,Orange
10051029,0.0073,Apple
10051030,0.002,Orange
10051031,0.0304,Orange
10051032,0.0391,Lemon
10051033,0.0096,Lemon
10051034,0.0091,Apple
10051035,0.0385,Apple
10051036,0.0166,Lemon
10051037,0.0156,Lemon
10051038,0.0349,Lemon
10051039,0.013,Lemon
10051040,0.0216,Orange
10051041,0.0049,Orange
10051042,0.0212,Apple
10051043,0.0092,Apple
10051044,0.0392,Lemon
10051045,0.0362,Lemon
10051046,0.0016,Lemon
10051047,0.0133,Apple
10051048,0.0033,Apple
10051049,0.0111,Apple
10051050,0.0023,Orange
10051051,0.0019,Orange
10051052,0.0051,Lemon
10051053,0.0188,Orange
10051054,0.0186,Lemon
10051055,0.0117,Lemon
10051056,0.0288,Orange
10051057,0.0333,Apple
10051058,0.0295,Apple
10051059,0.0209,Apple
10051060,0.0253,Apple
10051061,0.0124,Apple
10051062,0.0151,Lemon
10051063,0.0235,Lemon
10051064,0.0036,Lemon
10051065,0.0165,Orange
10051066,0.0208,Lemon
10051067,0.0295,Orange
10051068,0.0323,Apple
10051069,0.0007,Orange
10051070,0.0008,Lemon
10051071,0.0285,Apple
10051072,0.0174,Lemon
10051073,0.0326,Apple
10051074,0.0138,Lemon
10051075,0.0173,Orange
10051076,0.0257,Orange
10051077,0.0105,Orange
10051078,0.0352,Lemon
10051079,0.0183,Apple
10051080,0.0141,Orange
10051081,0.0307,Orange
10051082,0.0122,Orange
10051083,0.0235,Orange
10051084,0.0129,Orange
10051085,0.0171,Lemon
10051086,0.0055,Orange
10051087,0.0232,Orange
10051088,0.0024,Apple
10051089,0.0069,Orange
10051090,0.0058,Apple
10051091,0.0294,Orange
10051092,0.0383,Orange
10051093,0.0213,Lemon
10051094,0.0193,Orange
10051095,0.0311,Orange
10051096,0.006,Apple
10051097,0.0058,Orange
10051098,0.027,Apple
10051099,0.0051,Orange
10051100,0.0399,Lemon
10051101,0.0267,Orange
10051102,0.0346,Lemon
10051103,0.0013,Lemon
10051104,0.0209,Apple
10051105,0.0282,Lemon
10051106,0.0189,Apple
10051107,0.013,Apple
10051108,0.0222,Orange
10051109,0.0146,Lemon
10051110,0.0081,Orange
10051111,0.0292,Orange
10051112,0.0217,Lemon
10051113,0.0115,Apple
10051114,0.0058,Orange
10051115,0.0132,Apple
10051116,0.026,Apple
10051117,0.0354,Lemon
10051118,0.0184,Orange
10051119,0.0197,Apple
10051120,0.0351,Orange
10051121,0.0144,Apple
10051122,0.0235,Orange
10051123,0.039,Orange
10051124,0.0035,Apple
10051125,0.022,Apple
10051126,0.0294,Orange
10051127,0.0295,Lemon
10051128,0.0277,Orange
10051129,0.0319,Apple
10051130,0.0302,Apple
10051131,0.0389,Apple
10051132,0.0254,Lemon
10051133,0.0297,Lemon
10051134,0.0352,Lemon
10051135,0.0069,Apple
10051136,0.0369,Lemon
10051137,0.0056,Apple
10051138,0.0165,Lemon
10051139,0.0272,Apple
10051140,0.0385,Orange
10051141,0.0013,Orange
10051142,0.0349,Orange
10051143,0.0201,Apple
10051144,0.0303,Lemon
10051145,0.0219,Lemon
10051146,0.0285,Apple
10051147,0.0336,Orange
10051148,0.0069,Lemon
10051149,0.0027,Lemon
10051150,0.019,Apple
10051151,0.0272,Orange
10051152,0.0096,Lemon
10051153,0.0394,Apple
10051154,0.0056,Apple
10051155,0.0025,Apple
10051156,0.0108,Lemon
10051157,0.0278,Apple
10051158,0.0005,Apple
10051159,0.0077,Apple
10051160,0.0142,Orange
10051161,0.0296,Orange
10051162,0.0305,Lemon
10051163,0.0123,Lemon
10051164,0.0227,Orange
10051165,0.0066,Orange
10051166,0.0168,Lemon
10051167,0.0137,Apple
10051168,0.0189,Orange
10051169,0.0142,Apple
10051170,0.0167,Orange
10051171,0.0345,Orange
10051172,0.0015,Orange
10051173,0.032,Apple
10051174,0.031,Apple
10051175,0.0127,Lemon
10051176,0.0313,Orange
10051177,0.014,Apple
10051178,0.0122,Apple
10051179,0.0144,Lemon
10051180,0.015,Orange
10051181,0.0374,Apple
10051182,0.0313,Apple
10051183,0.0026,Apple
10051184,0.0284,Apple
10051185,0.0376,Lemon
10051186,0.0262,Lemon
10051187,0.0112,Orange
10051188,0.009,Orange
10051189,0.0127,Apple
10051190,0.012,Lemon
10051191,0.0305,Lemon
10051192,0.0188,Apple
10051193,0.0248,Lemon
10051194,0.0167,Orange
10051195,0.001,Apple
10051196,0.0229,Orange
10051197,0.0063,Apple
10051198,0.0298,Lemon
10051199,0.0371,Orange
10051200,0.0146,Apple
10051201,0.0016,Orange
10051202,0.0312,Apple
10051203,0.0184,Lemon
10051204,0.0131,Orange
10051205,0.0149,Apple
10051206,0.0275,Apple
10051207,0.0145,Orange
10051208,0.0162,Lemon
10051209,0.0386,Apple
10051210,0.029,Lemon
10051211,0.0398,Orange
10051212,0.0315,Lemon
10051213,0.0369,Lemon
10051214,0.0,Orange
10051215,0.0023,Lemon
10051216,0.0328,Orange
10051217,0.0039,Apple
10051218,0.0005,Lemon
10051219,0.0174,Apple
10051220,0.0061,Lemon
10051221,0.004,Orange
10051222,0.0073,Apple
10051223,0.0349,Orange
10051224,0.0269,Orange
10051225,0.005,Lemon
10051226,0.0158,Lemon
10051227,0.027,Lemon
10051228,0.0372,Orange
10051229,0.011,Lemon
10051230,0.018,Orange
10051231,0.01,Apple
10051232,0.0363,Apple
10051233,0.0238,Lemon
10051234,0.0167,Lemon
10051235,0.0167,Orange
10051236,0.0281,Apple
10051237,0.0182,Orange
10051238,0.0193,Lemon
10051239,0.007,Orange
10051240,0.0123,Lemon
10051241,0.0153,Apple
10051242,0.0295,Lemon
10051243,0.022,Lemon
10051244,0.005,Lemon
10051245,0.0164,Apple
10051246,0.0235,Lemon
10051247,0.0269,Lemon
10051248,0.0127,Lemon
10051249,0.0292,Lemon
10051250,0.0205,Apple
10051251,0.0031,Lemon
10051252,0.0325,Apple
10051253,0.0202,Orange
10051254,0.0255,Orange
10051255,0.0091,Lemon
10051256,0.0123,Orange
10051257,0.0328,Orange
10051258,0.0285,Apple
10051259,0.0259,Orange
10051260,0.0084,Apple
10051261,0.014,Orange
10051262,0.0075,Lemon
10051263,0.0272,Lemon
10051264,0.0275,Apple
10051265,0.0244,Lemon
10051266,0.0113,Orange
10051267,0.0212,Orange
10051268,0.0251,Apple
10051269,0.0385,Orange
10051270,0.0141,Orange
10051271,0.0111,Apple
10051272,0.0216,Orange
10051273,0.0321,Lemon
10051274,0.0273,Lemon
10051275,0.0205,Orange
10051276,0.0221,Lemon
10051277,0.0041,Lemon
10051278,0.0158,Lemon
10051279,0.0351,Apple
10051280,0.0124,Lemon
10051281,0.0041,Orange
10051282,0.0164,Orange
10051283,0.0301,Orange
10051284,0.0196,Orange
10051285,0.0037,Lemon
10051286,0.0251,Lemon
10051287,0.0263,Lemon
10051288,0.0352,Apple
10051289,0.0103,Orange
10051290,0.0187,Orange
10051291,0.0115,Apple
10051292,0.0274,Orange
10051293,0.0119,Apple
10051294,0.0039,Orange
10051295,0.0071,Lemon
10051296,0.0228,Lemon
10051297,0.0014,Apple
10051298,0.028,Lemon
10051299,0.0059,Lemon
10051300,0.0234,Apple
10051301,0.0289,Apple
10051302,0.0208,Orange
10051303,0.0235,Orange
10051304,0.0063,Lemon
10051305,0.0321,Orange
10051306,0.0106,Orange
10051307,0.0248,Lemon
10051308,0.011,Apple
10051309,0.0334,Orange
10051310,0.0115,Lemon
10051311,0.0051,Lemon
10051312,0.0112,Orange
10051313,0.0094,Lemon
10051314,0.0019,Lemon
10051315,0.0316,Apple
10051316,0.0169,Lemon
10051317,0.0007,Lemon
10051318,0.0363,Lemon
10051319,0.0382,Lemon
10051320,0.0185,Lemon
10051321,0.0305,Lemon
10051322,0.0387,Orange
10051323,0.0246,Apple
10051324,0.0272,Lemon
10051325,0.0096,Lemon
10051326,0.0141,Apple
10051327,0.0048,Apple
10051328,0.0175,Orange
10051329,0.0261,Orange
10051330,0.0141,Orange
10051331,0.0023,Orange
10051332,0.0057,Apple
10051333,0.0302,Orange
10051334,0.0363,Orange
10051335,0.0395,Lemon
10051336,0.0059,Apple
10051337,0.0282,Lemon
10051338,0.013,Lemon
10051339,0.0217,Lemon
10051340,0.0004,Apple
10051341,0.039,Apple
10051342,0.003,Orange
10051343,0.0015,Orange
10051344,0.0386,Lemon
10051345,0.0063,Orange
10051346,0.0299,Lemon
10051347,0.0353,Orange
10051348,0.0166,Orange
10051349,0.0107,Orange
10051350,0.0183,Lemon
10051351,0.0153,Orange
10051352,0.0192,Lemon
10051353,0.0263,Apple
10051354,0.0358,Apple
10051355,0.0098,Apple
10051356,0.0371,Apple
10051357,0.0093,Apple
10051358,0.0158,Apple
10051359,0.035,Orange
10051360,0.0159,Orange
10051361,0.0352,Apple
10051362,0.0081,Orange
10051363,0.0096,Apple
10051364,0.0143,Lemon
10051365,0.0042,Apple
10051366,0.0261,Lemon
10051367,0.013,Orange
10051368,0.028,Apple
10051369,0.0024,Orange
10051370,0.0354,Apple
10051371,0.0315,Lemon
10051372,0.0378,Apple
10051373,0.0226,Orange
10051374,0.0211,Lemon
10051375,0.0083,Orange
10051376,0.0214,Lemon
10051377,0.0354,Orange
10051378,0.0221,Apple
10051379,0.0201,Apple
10051380,0.006,Lemon
10051381,0.0275,Apple
10051382,0.0224,Lemon
10051383,0.0394,Orange
10051384,0.0398,Orange
10051385,0.0305,Apple
10051386,0.0122,Orange
10051387,0.0058,Lemon
10051388,0.0069,Lemon
10051389,0.0394,Lemon
10051390,0.025,Lemon
10051391,0.019,Lemon
10051392,0.0083,Lemon
10051393,0.0275,Orange
10051394,0.0285,Orange
10051395,0.0264,Orange
10051396,0.0085,Apple
10051397,0.0322,Orange
10051398,0.0261,Apple
10051399,0.0344,Orange
10051400,0.0168,Orange
10051401,0.0153,Lemon
10051402,0.0091,Orange
10051403,0.0339,Orange
10051404,0.0094,Apple
10051405,0.0005,Orange
10051406,0.0046,Apple
10051407,0.0076,Orange
10051408,0.0048,Lemon
10051409,0.0233,Orange
10051410,0.0133,Apple
10051411,0.0218,Lemon
10051412,0.0295,Lemon
10051413,0.0046,Lemon
10051414,0.0219,Orange
10051415,0.0097,Apple
10051416,0.0217,Apple
10051417,0.0116,Lemon
10051418,0.0128,Lemon
10051419,0.0389,Orange
10051420,0.0045,Lemon
10051421,0.0033,Orange
10051422,0.0201,Apple
10051423,0.025,Lemon
10051424,0.0317,Apple
10051425,0.0162,Orange
10051426,0.0303,Apple
10051427,0.0014,Orange
10051428,0.0235,Lemon
10051429,0.0079,Apple
10051430,0.0326,Apple
10051431,0.027,Orange
10051432,0.0165,Orange
10051433,0.0073,Orange
10051434,0.027,Orange
10051435,0.0013,Lemon
10051436,0.0385,Apple
10051437,0.0112,Apple
10051438,0.0228,Orange
10051439,0.028,Orange
10051440,0.0226,Orange
10051441,0.0101,Orange
10051442,0.0303,Apple
10051443,0.0128,Apple
10051444,0.0035,Apple
10051445,0.0157,Apple
10051446,0.0104,Orange
10051447,0.0073,Lemon
10051448,0.009,Lemon
10051449,0.0266,Apple
10051450,0.0198,Lemon
10051451,0.0045,Orange
10051452,0.0141,Orange
10051453,0.0147,Lemon
10051454,0.0276,Lemon
10051455,0.0047,Orange
10051456,0.022,Orange
10051457,0.026,Apple
10051458,0.0328,Lemon
10051459,0.0176,Orange
10051460,0.0142,Orange
10051461,0.0376,Orange
10051462,0.0296,Lemon
10051463,0.0019,Lemon
10051464,0.0347,Orange
10051465,0.0241,Lemon
10051466,0.0253,Lemon
10051467,0.0077,Orange
10051468,0.0231,Lemon
10051469,0.0206,Lemon
10051470,0.0343,Apple
10051471,0.0017,Orange
10051472,0.0079,Lemon
10051473,0.0318,Lemon
10051474,0.0312,Lemon
10051475,0.0272,Orange
10051476,0.0191,Lemon
10051477,0.0251,Apple
10051478,0.0342,Orange
10051479,0.0235,Lemon
10051480,0.0002,Lemon
10051481,0.031,Orange
10051482,0.0348,Apple
10051483,0.0161,Lemon
10051484,0.0152,Apple
10051485,0.0052,Lemon
10051486,0.0128,Apple
10051487,0.0367,Apple
10051488,0.0313,Lemon
10051489,0.0139,Apple
10051490,0.029,Apple
10051491,0.0272,Lemon
10051492,0.0292,Lemon
10051493,0.0145,Lemon
10051494,0.015,Orange
10051495,0.0009,Lemon
10051496,0.0038,Orange
10051497,0.0043,Lemon
10051498,0.0048,Apple
10051499,0.0328,Lemon
10051500,0.0246,Lemon
10051501,0.036,Orange
10051502,0.016,Orange
10051503,0.0237,Orange
10051504,0.012,Orange
10051505,0.0161,Orange
10051506,0.0019,Orange
10051507,0.0066,Orange
10051508,0.0084,Apple
10051509,0.0154,Apple
10051510,0.0301,Apple
10051511,0.0026,Lemon
10051512,0.0224,Lemon
10051513,0.0363,Orange
10051514,0.0096,Orange
10051515,0.0278,Lemon
10051516,0.0377,Lemon
10051517,0.0026,Apple
10051518,0.0282,Lemon
10051519,0.0038,Lemon
10051520,0.0392,Lemon
10051521,0.0052,Orange
10051522,0.0085,Apple
10051523,0.0203,Orange
10051524,0.0111,Apple
10051525,0.0268,Orange
10051526,0.0215,Apple
10051527,0.0053,Apple
10051528,0.0135,Orange
10051529,0.0187,Apple
10051530,0.0007,Orange
10051531,0.0127,Orange
10051532,0.024,Lemon
10051533,0.0252,Apple
10051534,0.0336,Apple
10051535,0.0274,Lemon
10051536,0.0249,Orange
10051537,0.0113,Lemon
10051538,0.0225,Apple
10051539,0.0239,Lemon
10051540,0.0095,Lemon
10051541,0.0064,Orange
10051542,0.026,Lemon
10051543,0.0331,Apple
10051544,0.0017,Orange
10051545,0.0091,Orange
10051546,0.0159,Apple
10051547,0.0015,Apple
10051548,0.0327,Orange
10051549,0.0292,Orange
10051550,0.0011,Lemon
10051551,0.0056,Apple
10051552,0.0282,Orange
10051553,0.0246,Lemon
10051554,0.0259,Lemon
10051555,0.0392,Lemon
10051556,0.0068,Apple
10051557,0.0137,Orange
10051558,0.0108,Orange
10051559,0.0303,Apple
10051560,0.0012,Apple
10051561,0.0106,Orange
10051562,0.03,Apple
10051563,0.0264,Apple
10051564,0.0316,Apple
10051565,0.0083,Lemon
10051566,0.0141,Apple
10051567,0.0,Orange
10051568,0.0169,Orange
10051569,0.0268,Lemon
10051570,0.0046,Orange
10051571,0.0183,Lemon
10051572,0.0359,Lemon
10051573,0.0348,Lemon
10051574,0.0371,Orange
10051575,0.0202,Orange
10051576,0.008,Lemon
10051577,0.0159,Orange
10051578,0.0227,Orange
10051579,0.021,Apple
10051580,0.0191,Apple
10051581,0.0035,Orange
10051582,0.0,Orange
10051583,0.021,Lemon
10051584,0.017,Lemon
10051585,0.0039,Lemon
10051586,0.0264,Apple
10051587,0.0145,Apple
10051588,0.0299,Lemon
10051589,0.0224,Orange
10051590,0.0107,Apple
10051591,0.0171,Orange
10051592,0.0152,Lemon
10051593,0.0112,Lemon
10051594,0.0229,Orange
10051595,0.0072,Orange
10051596,0.001,Orange
10051597,0.0175,Lemon
10051598,0.0301,Orange
10051599,0.0315,Orange
10051600,0.0232,Apple
10051601,0.0159,Orange
10051602,0.0053,Lemon
10051603,0.0133,Lemon
10051604,0.0298,Lemon
10051605,0.0351,Apple
10051606,0.0106,Orange
10051607,0.0062,Orange
10051608,0.0379,Lemon
10051609,0.0125,Lemon
10051610,0.0171,Lemon
10051611,0.022,Orange
10051612,0.0264,Apple
10051613,0.0126,Lemon
10051614,0.0365,Lemon
10051615,0.0282,Lemon
10051616,0.0134,Apple
10051617,0.012,Apple
10051618,0.0215,Apple
10051619,0.0314,Apple
10051620,0.0016,Apple
10051621,0.0359,Apple
10051622,0.0035,Orange
10051623,0.0179,Apple
10051624,0.0135,Orange
10051625,0.0394,Lemon
10051626,0.038,Apple
10051627,0.0073,Lemon
10051628,0.0251,Apple
10051629,0.0207,Lemon
10051630,0.0165,Apple
10051631,0.0376,Orange
10051632,0.018,Orange
10051633,0.0158,Orange
10051634,0.0088,Orange
10051635,0.0073,Lemon
10051636,0.0371,Apple
10051637,0.0304,Lemon
10051638,0.0325,Lemon
10051639,0.0134,Apple
10051640,0.0102,Orange
10051641,0.0044,Apple
10051642,0.0325,Orange
10051643,0.0175,Orange
10051644,0.0298,Lemon
10051645,0.009,Orange
10051646,0.0395,Lemon
10051647,0.0374,Orange
10051648,0.0044,Apple
10051649,0.0239,Orange
10051650,0.0118,Orange
10051651,0.0073,Apple
10051652,0.0029,Apple
10051653,0.007,Orange
10051654,0.0036,Apple
10051655,0.0073,Lemon
10051656,0.0257,Apple
10051657,0.0254,Apple
10051658,0.0355,Lemon
10051659,0.0399,Apple
10051660,0.032,Orange
10051661,0.0317,Lemon
10051662,0.003,Orange
10051663,0.0046,Orange
10051664,0.0287,Orange
10051665,0.0332,Apple
10051666,0.0395,Orange
10051667,0.0197,Lemon
10051668,0.0219,Lemon
10051669,0.0162,Apple
10051670,0.0385,Lemon
10051671,0.0208,Apple
10051672,0.0312,Apple
10051673,0.0095,Lemon
10051674,0.0023,Apple
10051675,0.0176,Lemon
10051676,0.0251,Orange
10051677,0.0162,Lemon
10051678,0.0162,Apple
10051679,0.0395,Orange
10051680,0.0035,Lemon
10051681,0.0119,Orange
10051682,0.0016,Apple
10051683,0.0145,Apple
10051684,0.0366,Orange
10051685,0.0079,Lemon
10051686,0.0214,Apple
10051687,0.0303,Orange
10051688,0.0299,Lemon
10051689,0.0008,Orange
10051690,0.0229,Orange
10051691,0.0095,Apple
10051692,0.0068,Apple
10051693,0.0122,Orange
10051694,0.0119,Orange
10051695,0.035,Orange
10051696,0.0004,Apple
10051697,0.0131,Lemon
10051698,0.0021,Orange
10051699,0.0027,Apple
10051700,0.0182,Apple
10051701,0.0025,Apple
10051702,0.036,Apple
10051703,0.0389,Lemon
10051704,0.0218,Lemon
10051705,0.0282,Lemon
10051706,0.0016,Apple
10051707,0.0038,Orange
10051708,0.0068,Orange
10051709,0.0354,Apple
10051710,0.007,Apple
10051711,0.0062,Apple
10051712,0.0052,Orange
10051713,0.0256,Lemon
10051714,0.028,Orange
10051715,0.0242,Apple
10051716,0.0376,Lemon
10051717,0.0363,Apple
10051718,0.0331,Orange
10051719,0.0025,Lemon
10051720,0.0379,Apple
10051721,0.0257,Apple
10051722,0.0304,Orange
10051723,0.0009,Lemon
10051724,0.0171,Apple
10051725,0.0232,Orange
10051726,0.0332,Orange
10051727,0.013,Lemon
10051728,0.0162,Lemon
10051729,0.008,Orange
10051730,0.0277,Apple
10051731,0.0094,Orange
10051732,0.0124,Apple
10051733,0.0381,Orange
10051734,0.0362,Apple
10051735,0.0259,Apple
10051736,0.0168,Lemon
10051737,0.0094,Lemon
10051738,0.0174,Apple
10051739,0.0165,Orange
10051740,0.0358,Apple
10051741,0.0363,Apple
10051742,0.0203,Orange
10051743,0.027,Orange
10051744,0.0308,Apple
10051745,0.0192,Orange
10051746,0.0208,Lemon
10051747,0.0397,Orange
10051748,0.0281,Apple
10051749,0.0228,Orange
10051750,0.0052,Orange
10051751,0.0312,Lemon
10051752,0.0178,Lemon
10051753,0.0223,Lemon
10051754,0.0399,Lemon
10051755,0.027,Orange
10051756,0.009,Apple
10051757,0.0335,Lemon
10051758,0.0235,Lemon
10051759,0.0035,Orange
10051760,0.0115,Orange
10051761,0.0384,Lemon
10051762,0.0366,Lemon
10051763,0.009,Apple
10051764,0.0127,Lemon
10051765,0.0212,Orange
10051766,0.0374,Orange
10051767,0.0126,Orange
10051768,0.022,Orange
10051769,0.0221,Orange
10051770,0.0306,Lemon
10051771,0.0212,Apple
10051772,0.0102,Lemon
10051773,0.0183,Lemon
10051774,0.0069,Apple
10051775,0.0084,Orange
10051776,0.0185,Apple
10051777,0.0051,Orange
10051778,0.0128,Orange
10051779,0.0293,Lemon
10051780,0.0292,Orange
10051781,0.0394,Lemon
10051782,0.004,Orange
10051783,0.0323,Lemon
10051784,0.0363,Apple
10051785,0.0379,Lemon
10051786,0.0216,Lemon
10051787,0.0035,Orange
10051788,0.022,Orange
10051789,0.0399,Apple
10051790,0.0196,Apple
10051791,0.0086,Apple
10051792,0.0218,Apple
10051793,0.0106,Lemon
10051794,0.024,Apple
10051795,0.0293,Apple
10051796,0.0323,Apple
10051797,0.0393,Lemon
10051798,0.0344,Lemon
10051799,0.0333,Lemon
10051800,0.0323,Orange
10051801,0.0246,Lemon
10051802,0.0199,Apple
10051803,0.0369,Apple
10051804,0.0175,Orange
10051805,0.034,Apple
10051806,0.0041,Apple
10051807,0.0109,Orange
10051808,0.0365,Orange
10051809,0.0114,Orange
10051810,0.0284,Lemon
10051811,0.0035,Lemon
10051812,0.0131,Apple
10051813,0.0266,Orange
10051814,0.0222,Lemon
10051815,0.0064,Apple
10051816,0.0172,Lemon
10051817,0.0076,Lemon
10051818,0.0397,Orange
10051819,0.0223,Apple
10051820,0.0369,Orange
10051821,0.0118,Lemon
10051822,0.0341,Lemon
10051823,0.0258,Apple
10051824,0.0206,Lemon
10051825,0.0042,Apple
10051826,0.0007,Apple
10051827,0.0271,Lemon
10051828,0.0251,Lemon
10051829,0.0144,Orange
10051830,0.0182,Orange
10051831,0.0333,Lemon
10051832,0.0121,Lemon
10051833,0.026,Orange
10051834,0.026,Apple
10051835,0.0364,Apple
10051836,0.0008,Orange
10051837,0.0189,Lemon
10051838,0.0126,Apple
10051839,0.0241,Orange
10051840,0.0221,Orange
10051841,0.0051,Apple
10051842,0.0264,Apple
10051843,0.0189,Apple
10051844,0.0318,Lemon
10051845,0.0383,Lemon
10051846,0.0111,Apple
10051847,0.0355,Orange
10051848,0.0177,Orange
10051849,0.035,Orange
10051850,0.0148,Lemon
10051851,0.0123,Apple
10051852,0.0221,Lemon
10051853,0.0291,Orange
10051854,0.0174,Apple
10051855,0.036,Apple
10051856,0.0369,Apple
10051857,0.0008,Orange
10051858,0.0384,Apple
10051859,0.0238,Orange
10051860,0.0273,Lemon
10051861,0.0148,Apple
10051862,0.0224,Lemon
10051863,0.0163,Orange
10051864,0.0042,Orange
10051865,0.0143,Orange
10051866,0.0053,Lemon
10051867,0.0124,Lemon
10051868,0.0035,Orange
10051869,0.0062,Apple
10051870,0.0361,Lemon
10051871,0.0251,Orange
10051872,0.0196,Lemon
10051873,0.0087,Lemon
10051874,0.0075,Lemon
10051875,0.0106,Orange
10051876,0.0018,Lemon
10051877,0.0184,Orange
10051878,0.0095,Apple
10051879,0.0014,Apple
10051880,0.0169,Apple
10051881,0.0299,Apple
10051882,0.0201,Apple
10051883,0.0376,Lemon
10051884,0.0369,Orange
10051885,0.0264,Lemon
10051886,0.0014,Apple
10051887,0.0254,Apple
10051888,0.0085,Apple
10051889,0.0159,Apple
10051890,0.0252,Lemon
10051891,0.0279,Orange
10051892,0.0358,Orange
10051893,0.003,Apple
10051894,0.0172,Lemon
10051895,0.0072,Apple
10051896,0.0362,Orange
10051897,0.0083,Orange
10051898,0.0217,Apple
10051899,0.0066,Orange
10051900,0.0019,Orange
10051901,0.0121,Lemon
10051902,0.0054,Orange
10051903,0.0081,Apple
10051904,0.0255,Orange
10051905,0.0345,Apple
10051906,0.0264,Orange
10051907,0.0046,Orange
10051908,0.0371,Lemon
10051909,0.0115,Orange
10051910,0.0356,Orange
10051911,0.0152,Apple
10051912,0.0322,Orange
10051913,0.0052,Apple
10051914,0.0331,Lemon
10051915,0.0125,Apple
10051916,0.0257,Lemon
10051917,0.0025,Orange
10051918,0.019,Lemon
10051919,0.0119,Apple
10051920,0.0254,Orange
10051921,0.0065,Apple
10051922,0.0116,Orange
10051923,0.0155,Apple
10051924,0.038,Apple
10051925,0.0034,Lemon
10051926,0.0085,Apple
10051927,0.0056,Apple
10051928,0.0071,Orange
10051929,0.0138,Orange
10051930,0.0366,Lemon
10051931,0.027,Orange
10051932,0.0111,Lemon
10051933,0.0094,Apple
10051934,0.0251,Orange
10051935,0.0197,Orange
10051936,0.0205,Lemon
10051937,0.026,Lemon
10051938,0.035,Apple
10051939,0.0108,Apple
10051940,0.0169,Orange
10051941,0.0282,Orange
10051942,0.0094,Lemon
10051943,0.0334,Lemon
10051944,0.0096,Lemon
10051945,0.033,Lemon
10051946,0.0268,Orange
10051947,0.0105,Apple
10051948,0.0359,Orange
10051949,0.01,Lemon
10051950,0.0265,Lemon
10051951,0.0243,Lemon
10051952,0.0331,Orange
10051953,0.0193,Lemon
10051954,0.0152,Lemon
10051955,0.0076,Apple
10051956,0.0121,Orange
10051957,0.0343,Orange
10051958,0.0191,Lemon
10051959,0.0109,Orange
10051960,0.0348,Lemon
10051961,0.0363,Lemon
10051962,0.0311,Lemon
10051963,0.0287,Orange
10051964,0.0273,Orange
10051965,0.0321,Orange
10051966,0.0263,Apple
10051967,0.0267,Orange
10051968,0.0241,Lemon
10051969,0.0094,Orange
10051970,0.0228,Apple
10051971,0.0348,Orange
10051972,0.018,Lemon
10051973,0.0353,Apple
10051974,0.0201,Lemon
10051975,0.0107,Lemon
10051976,0.0284,Orange
10051977,0.0208,Apple
10051978,0.0101,Orange
10051979,0.0022,Orange
10051980,0.0179,Orange
10051981,0.0195,Apple
10051982,0.011,Lemon
10051983,0.0019,Orange
10051984,0.0082,Orange
10051985,0.0088,Lemon
10051986,0.0325,Orange
10051987,0.0333,Lemon
10051988,0.0258,Orange
10051989,0.0173,Orange
10051990,0.0276,Lemon
10051991,0.0184,Lemon
10051992,0.0034,Lemon
10051993,0.0243,Lemon
10051994,0.0095,Apple
10051995,0.0131,Apple
10051996,0.0141,Apple
10051997,0.0313,Apple
10051998,0.0328,Apple
10051999,0.0371,Apple
10052000,0.028,Lemon
10052001,0.0137,Lemon
10052002,0.0358,Lemon
10052003,0.0253,Orange
10052004,0.002,Apple
10052005,0.0063,Orange
10052006,0.0388,Lemon
10052007,0.0218,Apple
10052008,0.0287,Lemon
10052009,0.0008,Orange
10052010,0.0002,Apple
10052011,0.0204,Lemon
10052012,0.0367,Orange
10052013,0.0041,Lemon
10052014,0.0226,Lemon
